,employee_id,last_name,order_id,product_name,quantity
134,6,Suyama,10298,Chang,40
135,6,Suyama,10298,Inlagd Sill,40
136,6,Suyama,10298,Raclette Courdavault,30
137,6,Suyama,10298,Tarte au sucre,15
138,4,Peacock,10299,Teatime Chocolate Biscuits,15
139,4,Peacock,10299,Outback Lager,20
140,2,Fuller,10300,Louisiana Hot Spiced Okra,30
141,2,Fuller,10300,Scottish Longbreads,20
142,8,Callahan,10301,Boston Crab Meat,10
143,8,Callahan,10301,Gnocchi di nonna Alice,20
144,4,Peacock,10302,Alice Mutton,40
145,4,Peacock,10302,Rössle Sauerkraut,28
146,4,Peacock,10302,Ipoh Coffee,12
147,7,King,10303,Boston Crab Meat,40
148,7,King,10303,Louisiana Fiery Hot Pepper Sauce,30
149,7,King,10303,Scottish Longbreads,15
150,1,Davolio,10304,Maxilaku,30
151,1,Davolio,10304,Raclette Courdavault,10
152,1,Davolio,10304,Fløtemysost,2
153,8,Callahan,10305,Carnarvon Tigers,25
154,8,Callahan,10305,Thüringer Rostbratwurst,25
155,8,Callahan,10305,Chartreuse verte,30
156,1,Davolio,10306,Nord-Ost Matjeshering,10
157,1,Davolio,10306,Perth Pasties,10
158,1,Davolio,10306,Tourtière,5
159,2,Fuller,10307,Tarte au sucre,10
160,2,Fuller,10307,Scottish Longbreads,3
161,7,King,10308,Gudbrandsdalsost,1
162,7,King,10308,Outback Lager,5
163,3,Leverling,10309,Chef Anton's Cajun Seasoning,20
164,3,Leverling,10309,Grandma's Boysenberry Spread,30
165,3,Leverling,10309,Singaporean Hokkien Fried Mee,2
166,3,Leverling,10309,Ipoh Coffee,20
167,3,Leverling,10309,Fløtemysost,3
168,8,Callahan,10310,Pavlova,10
169,8,Callahan,10310,Tarte au sucre,5
170,1,Davolio,10311,Singaporean Hokkien Fried Mee,6
171,1,Davolio,10311,Gudbrandsdalsost,7
172,2,Fuller,10312,Rössle Sauerkraut,4
173,2,Fuller,10312,Ipoh Coffee,24
174,2,Fuller,10312,Perth Pasties,20
175,2,Fuller,10312,Rhönbräu Klosterbier,10
176,2,Fuller,10313,Inlagd Sill,12
177,1,Davolio,10314,Mascarpone Fabioli,40
178,1,Davolio,10314,Escargots de Bourgogne,30
179,1,Davolio,10314,Tarte au sucre,25
180,4,Peacock,10315,Sasquatch Ale,14
181,4,Peacock,10315,Outback Lager,30
182,1,Davolio,10316,Jack's New England Clam Chowder,10
183,1,Davolio,10316,Tarte au sucre,70
184,6,Suyama,10317,Chai,20
185,8,Callahan,10318,Jack's New England Clam Chowder,20
186,8,Callahan,10318,Lakkalikööri,6
187,7,King,10319,Alice Mutton,8
188,7,King,10319,Rössle Sauerkraut,14
189,7,King,10319,Lakkalikööri,30
190,5,Buchanan,10320,Fløtemysost,30
191,3,Leverling,10321,Steeleye Stout,10
192,7,King,10322,Filo Mix,20
193,4,Peacock,10323,Genen Shouyu,5
194,4,Peacock,10323,NuNuCa Nuß-Nougat-Creme,4
195,4,Peacock,10323,Chartreuse verte,4
196,9,Dodsworth,10324,Pavlova,21
197,9,Dodsworth,10324,Steeleye Stout,70
198,9,Dodsworth,10324,Spegesild,30
199,9,Dodsworth,10324,Raclette Courdavault,40
200,9,Dodsworth,10324,Vegie-spread,80
201,1,Davolio,10325,Grandma's Boysenberry Spread,6
202,1,Davolio,10325,Konbu,12
203,1,Davolio,10325,Tofu,9
204,1,Davolio,10325,Gorgonzola Telino,4
205,1,Davolio,10325,Mozzarella di Giovanni,40
206,4,Peacock,10326,Chef Anton's Cajun Seasoning,24
207,4,Peacock,10326,Ravioli Angelo,16
208,4,Peacock,10326,Rhönbräu Klosterbier,50
209,2,Fuller,10327,Chang,25
210,2,Fuller,10327,Queso Cabrales,50
211,2,Fuller,10327,Nord-Ost Matjeshering,35
212,2,Fuller,10327,Escargots de Bourgogne,30
213,4,Peacock,10328,Raclette Courdavault,9
214,4,Peacock,10328,Louisiana Fiery Hot Pepper Sauce,40
215,4,Peacock,10328,Scottish Longbreads,10
216,4,Peacock,10329,Teatime Chocolate Biscuits,10
217,4,Peacock,10329,Nord-Ost Matjeshering,8
218,4,Peacock,10329,Côte de Blaye,20
219,4,Peacock,10329,Gnocchi di nonna Alice,12
220,3,Leverling,10330,Gumbär Gummibärchen,50
221,3,Leverling,10330,Mozzarella di Giovanni,25
222,9,Dodsworth,10331,Tourtière,15
223,3,Leverling,10332,Carnarvon Tigers,40
224,3,Leverling,10332,Singaporean Hokkien Fried Mee,10
225,3,Leverling,10332,Zaanse koeken,16
226,5,Buchanan,10333,Tofu,10
227,5,Buchanan,10333,Sir Rodney's Scones,10
228,5,Buchanan,10333,Fløtemysost,40
229,8,Callahan,10334,Filo Mix,8
230,8,Callahan,10334,Scottish Longbreads,10
231,7,King,10335,Chang,7
232,7,King,10335,Gorgonzola Telino,25
233,7,King,10335,Mascarpone Fabioli,6
234,7,King,10335,Manjimup Dried Apples,48
235,7,King,10336,Chef Anton's Cajun Seasoning,18
236,4,Peacock,10337,Tunnbröd,40
237,4,Peacock,10337,Gumbär Gummibärchen,24
238,4,Peacock,10337,Inlagd Sill,20
239,4,Peacock,10337,Gravad lax,28
240,4,Peacock,10337,Mozzarella di Giovanni,25
241,4,Peacock,10338,Alice Mutton,20
242,4,Peacock,10338,Nord-Ost Matjeshering,15
243,2,Fuller,10339,Chef Anton's Cajun Seasoning,10
244,2,Fuller,10339,Alice Mutton,70
245,2,Fuller,10339,Tarte au sucre,28
246,1,Davolio,10340,Carnarvon Tigers,20
247,1,Davolio,10340,Jack's New England Clam Chowder,12
248,1,Davolio,10340,Ipoh Coffee,40
249,7,King,10341,Geitost,8
250,7,King,10341,Raclette Courdavault,9
251,4,Peacock,10342,Chang,24
252,4,Peacock,10342,Gorgonzola Telino,56
253,4,Peacock,10342,Inlagd Sill,40
254,4,Peacock,10342,Pâté chinois,40
255,4,Peacock,10343,Wimmers gute Semmelknödel,50
256,4,Peacock,10343,Scottish Longbreads,4
257,4,Peacock,10343,Lakkalikööri,15
258,4,Peacock,10344,Chef Anton's Cajun Seasoning,35
259,4,Peacock,10344,Northwoods Cranberry Sauce,70
260,2,Fuller,10345,Northwoods Cranberry Sauce,70
261,2,Fuller,10345,Teatime Chocolate Biscuits,80
262,2,Fuller,10345,Singaporean Hokkien Fried Mee,9
263,3,Leverling,10346,Alice Mutton,36
264,3,Leverling,10346,Gnocchi di nonna Alice,20
265,4,Peacock,10347,NuNuCa Nuß-Nougat-Creme,10
266,4,Peacock,10347,Chartreuse verte,50
267,4,Peacock,10347,Boston Crab Meat,4
268,4,Peacock,10347,Rhönbräu Klosterbier,6
269,4,Peacock,10348,Chai,15
270,4,Peacock,10348,Tunnbröd,25
271,7,King,10349,Tourtière,24
272,6,Suyama,10350,Valkoinen suklaa,15
273,6,Suyama,10350,Gudbrandsdalsost,18
274,1,Davolio,10351,Côte de Blaye,20
275,1,Davolio,10351,Jack's New England Clam Chowder,13
276,1,Davolio,10351,Gula Malacca,77
277,1,Davolio,10351,Louisiana Fiery Hot Pepper Sauce,10
278,3,Leverling,10352,Guaraná Fantástica,10
279,3,Leverling,10352,Tourtière,20
280,7,King,10353,Queso Cabrales,12
281,7,King,10353,Côte de Blaye,50
282,8,Callahan,10354,Chai,12
283,8,Callahan,10354,Thüringer Rostbratwurst,4
284,6,Suyama,10355,Guaraná Fantástica,25
285,6,Suyama,10355,Ravioli Angelo,25
286,6,Suyama,10356,Gorgonzola Telino,30
287,6,Suyama,10356,Pâté chinois,12
288,6,Suyama,10356,Gudbrandsdalsost,20
289,1,Davolio,10357,Ikura,30
290,1,Davolio,10357,Gumbär Gummibärchen,16
291,1,Davolio,10357,Camembert Pierrot,8
292,5,Buchanan,10358,Guaraná Fantástica,10
293,5,Buchanan,10358,Sasquatch Ale,10
294,5,Buchanan,10358,Inlagd Sill,20
295,5,Buchanan,10359,Pavlova,56
296,5,Buchanan,10359,Gorgonzola Telino,70
297,5,Buchanan,10359,Camembert Pierrot,80
298,4,Peacock,10360,Rössle Sauerkraut,30
299,4,Peacock,10360,Thüringer Rostbratwurst,35
300,4,Peacock,10360,Côte de Blaye,10
301,4,Peacock,10360,Maxilaku,35
302,4,Peacock,10360,Tourtière,28
303,1,Davolio,10361,Chartreuse verte,54
304,1,Davolio,10361,Camembert Pierrot,55
305,3,Leverling,10362,NuNuCa Nuß-Nougat-Creme,50
306,3,Leverling,10362,Manjimup Dried Apples,20
307,3,Leverling,10362,Tourtière,24
308,4,Peacock,10363,Gorgonzola Telino,20
309,4,Peacock,10363,Rhönbräu Klosterbier,12
310,4,Peacock,10363,Lakkalikööri,12
311,1,Davolio,10364,Gudbrandsdalsost,30
312,1,Davolio,10364,Fløtemysost,5
313,3,Leverling,10365,Queso Cabrales,24
314,8,Callahan,10366,Louisiana Fiery Hot Pepper Sauce,5
315,8,Callahan,10366,Original Frankfurter grüne Soße,5
316,7,King,10367,Sasquatch Ale,36
317,7,King,10367,Tourtière,18
318,7,King,10367,Louisiana Fiery Hot Pepper Sauce,15
319,7,King,10367,Original Frankfurter grüne Soße,7
320,2,Fuller,10368,Sir Rodney's Scones,5
321,2,Fuller,10368,Rössle Sauerkraut,13
322,2,Fuller,10368,Ravioli Angelo,25
323,2,Fuller,10368,Wimmers gute Semmelknödel,35
324,8,Callahan,10369,Thüringer Rostbratwurst,20
325,8,Callahan,10369,Gnocchi di nonna Alice,18
326,6,Suyama,10370,Chai,15
327,6,Suyama,10370,Wimmers gute Semmelknödel,30
328,6,Suyama,10370,Longlife Tofu,20
329,1,Davolio,10371,Inlagd Sill,6
330,5,Buchanan,10372,Sir Rodney's Marmalade,12
331,5,Buchanan,10372,Côte de Blaye,40
332,5,Buchanan,10372,Camembert Pierrot,70
333,5,Buchanan,10372,Mozzarella di Giovanni,42
334,4,Peacock,10373,Escargots de Bourgogne,80
335,4,Peacock,10373,Fløtemysost,50
336,1,Davolio,10374,Gorgonzola Telino,30
337,1,Davolio,10374,Escargots de Bourgogne,15
338,3,Leverling,10375,Tofu,15
339,3,Leverling,10375,Tourtière,10
340,1,Davolio,10376,Gorgonzola Telino,42
341,1,Davolio,10377,Rössle Sauerkraut,20
342,1,Davolio,10377,Chartreuse verte,20
343,5,Buchanan,10378,Fløtemysost,6
344,2,Fuller,10379,Jack's New England Clam Chowder,8
345,2,Fuller,10379,Vegie-spread,16
346,2,Fuller,10379,Louisiana Fiery Hot Pepper Sauce,20
347,8,Callahan,10380,Nord-Ost Matjeshering,18
348,8,Callahan,10380,Perth Pasties,20
349,8,Callahan,10380,Camembert Pierrot,6
350,8,Callahan,10380,Outback Lager,30
351,3,Leverling,10381,Longlife Tofu,14
352,4,Peacock,10382,Chef Anton's Gumbo Mix,32
353,4,Peacock,10382,Carnarvon Tigers,9
354,4,Peacock,10382,Thüringer Rostbratwurst,14
355,4,Peacock,10382,Geitost,60
356,4,Peacock,10382,Longlife Tofu,50
357,8,Callahan,10383,Konbu,20
358,8,Callahan,10383,Valkoinen suklaa,15
359,8,Callahan,10383,Gnocchi di nonna Alice,20
360,3,Leverling,10384,Sir Rodney's Marmalade,28
361,3,Leverling,10384,Camembert Pierrot,15
362,1,Davolio,10385,Uncle Bob's Organic Dried Pears,10
363,1,Davolio,10385,Camembert Pierrot,20
364,1,Davolio,10385,Scottish Longbreads,8
365,9,Dodsworth,10386,Guaraná Fantástica,15
366,9,Dodsworth,10386,Sasquatch Ale,10
367,1,Davolio,10387,Guaraná Fantástica,15
368,1,Davolio,10387,Rössle Sauerkraut,6
369,1,Davolio,10387,Raclette Courdavault,12
370,1,Davolio,10387,Fløtemysost,15
371,2,Fuller,10388,Røgede sild,15
372,2,Fuller,10388,Filo Mix,20
373,2,Fuller,10388,Perth Pasties,40
374,4,Peacock,10389,Ikura,16
375,4,Peacock,10389,Pâté chinois,15
376,4,Peacock,10389,Tarte au sucre,20
377,4,Peacock,10389,Outback Lager,30
378,6,Suyama,10390,Gorgonzola Telino,60
379,6,Suyama,10390,Steeleye Stout,40
380,6,Suyama,10390,Spegesild,45
381,6,Suyama,10390,Mozzarella di Giovanni,24
382,3,Leverling,10391,Konbu,18
383,2,Fuller,10392,Gudbrandsdalsost,50
384,1,Davolio,10393,Chang,25
385,1,Davolio,10393,Tofu,42
386,1,Davolio,10393,NuNuCa Nuß-Nougat-Creme,7
387,1,Davolio,10393,Gumbär Gummibärchen,70
388,1,Davolio,10393,Gorgonzola Telino,32
389,1,Davolio,10394,Konbu,10
390,1,Davolio,10394,Tarte au sucre,10
391,6,Suyama,10395,Spegesild,28
392,6,Suyama,10395,Perth Pasties,70
393,6,Suyama,10395,Gudbrandsdalsost,8
394,1,Davolio,10396,Tunnbröd,40
395,1,Davolio,10396,Fløtemysost,60
396,1,Davolio,10396,Mozzarella di Giovanni,21
397,5,Buchanan,10397,Sir Rodney's Scones,10
398,5,Buchanan,10397,Manjimup Dried Apples,18
399,2,Fuller,10398,Steeleye Stout,30
400,2,Fuller,10398,Pâté chinois,120
401,8,Callahan,10399,Scottish Longbreads,60
402,8,Callahan,10399,Fløtemysost,30
403,8,Callahan,10399,Lakkalikööri,35
404,8,Callahan,10399,Original Frankfurter grüne Soße,14
405,1,Davolio,10400,Thüringer Rostbratwurst,21
406,1,Davolio,10400,Steeleye Stout,35
407,1,Davolio,10400,Maxilaku,30
408,1,Davolio,10401,Nord-Ost Matjeshering,18
409,1,Davolio,10401,Gnocchi di nonna Alice,70
410,1,Davolio,10401,Louisiana Fiery Hot Pepper Sauce,20
411,1,Davolio,10401,Fløtemysost,60
412,8,Callahan,10402,Tunnbröd,60
413,8,Callahan,10402,Vegie-spread,65
414,4,Peacock,10403,Pavlova,21
415,4,Peacock,10403,Chocolade,70
416,2,Fuller,10404,Gumbär Gummibärchen,30
417,2,Fuller,10404,Singaporean Hokkien Fried Mee,40
418,2,Fuller,10404,Maxilaku,30
419,1,Davolio,10405,Aniseed Syrup,50
420,7,King,10406,Chai,10
421,7,King,10406,Sir Rodney's Scones,30
422,7,King,10406,Rössle Sauerkraut,42
423,7,King,10406,Inlagd Sill,5
424,7,King,10406,Boston Crab Meat,2
425,2,Fuller,10407,Queso Cabrales,30
426,2,Fuller,10407,Gudbrandsdalsost,15
427,2,Fuller,10407,Fløtemysost,15
428,8,Callahan,10408,Gravad lax,10
429,8,Callahan,10408,Tourtière,6
430,8,Callahan,10408,Tarte au sucre,35
431,3,Leverling,10409,Tofu,12
432,3,Leverling,10409,Sir Rodney's Scones,12
433,3,Leverling,10410,Geitost,49
434,3,Leverling,10410,Raclette Courdavault,16
435,9,Dodsworth,10411,Jack's New England Clam Chowder,25
436,9,Dodsworth,10411,Gula Malacca,40
437,9,Dodsworth,10411,Raclette Courdavault,9
438,8,Callahan,10412,Tofu,20
439,3,Leverling,10413,Chai,24
440,3,Leverling,10413,Tarte au sucre,40
441,3,Leverling,10413,Lakkalikööri,14
442,2,Fuller,10414,Teatime Chocolate Biscuits,18
443,2,Fuller,10414,Geitost,50
444,3,Leverling,10415,Alice Mutton,2
445,3,Leverling,10415,Geitost,20
446,8,Callahan,10416,Teatime Chocolate Biscuits,20
447,8,Callahan,10416,Perth Pasties,10
448,8,Callahan,10416,Ravioli Angelo,20
449,4,Peacock,10417,Côte de Blaye,50
450,4,Peacock,10417,Spegesild,2
451,4,Peacock,10417,Scottish Longbreads,36
452,4,Peacock,10417,Original Frankfurter grüne Soße,35
453,4,Peacock,10418,Chang,60
454,4,Peacock,10418,Zaanse koeken,55
455,4,Peacock,10418,Sirop d'érable,16
456,4,Peacock,10418,Longlife Tofu,15
457,4,Peacock,10419,Camembert Pierrot,60
458,4,Peacock,10419,Gudbrandsdalsost,20
459,3,Leverling,10420,Mishi Kobe,20
460,3,Leverling,10420,Konbu,2
461,3,Leverling,10420,Outback Lager,8
462,3,Leverling,10420,Röd Kaviar,20
463,8,Callahan,10421,Teatime Chocolate Biscuits,4
464,8,Callahan,10421,Gumbär Gummibärchen,30
465,8,Callahan,10421,Perth Pasties,15
466,8,Callahan,10421,Original Frankfurter grüne Soße,10
467,2,Fuller,10422,Gumbär Gummibärchen,2
468,6,Suyama,10423,Gorgonzola Telino,14
469,6,Suyama,10423,Raclette Courdavault,20
470,7,King,10424,Steeleye Stout,60
471,7,King,10424,Côte de Blaye,49
472,7,King,10424,Scottish Longbreads,30
473,6,Suyama,10425,Pâté chinois,10
474,6,Suyama,10425,Lakkalikööri,20
475,4,Peacock,10426,Gnocchi di nonna Alice,5
476,4,Peacock,10426,Wimmers gute Semmelknödel,7
477,4,Peacock,10427,Tofu,35
478,7,King,10428,Spegesild,20
479,3,Leverling,10429,Valkoinen suklaa,40
480,3,Leverling,10429,Vegie-spread,35
481,4,Peacock,10430,Alice Mutton,45
482,4,Peacock,10430,Sir Rodney's Scones,50
483,4,Peacock,10430,Gnocchi di nonna Alice,30
484,4,Peacock,10430,Raclette Courdavault,70
485,4,Peacock,10431,Alice Mutton,50
486,4,Peacock,10431,Boston Crab Meat,50
487,4,Peacock,10431,Zaanse koeken,30
488,3,Leverling,10432,Gumbär Gummibärchen,10
489,3,Leverling,10432,Tourtière,40
490,3,Leverling,10433,Gnocchi di nonna Alice,28
491,3,Leverling,10434,Queso Cabrales,6
492,3,Leverling,10434,Lakkalikööri,18
493,8,Callahan,10435,Chang,10
494,8,Callahan,10435,Gustaf's Knäckebröd,12
495,8,Callahan,10435,Mozzarella di Giovanni,10
496,3,Leverling,10436,Spegesild,5
497,3,Leverling,10436,Gnocchi di nonna Alice,40
498,3,Leverling,10436,Wimmers gute Semmelknödel,30
499,3,Leverling,10436,Rhönbräu Klosterbier,24
500,8,Callahan,10437,Perth Pasties,15
501,3,Leverling,10438,Teatime Chocolate Biscuits,15
502,3,Leverling,10438,Sasquatch Ale,20
503,3,Leverling,10438,Ravioli Angelo,15
504,6,Suyama,10439,Queso Manchego La Pastora,15
505,6,Suyama,10439,Pavlova,16
506,6,Suyama,10439,Wimmers gute Semmelknödel,6
507,6,Suyama,10439,Longlife Tofu,30
508,4,Peacock,10440,Chang,45
509,4,Peacock,10440,Pavlova,49
510,4,Peacock,10440,Thüringer Rostbratwurst,24
511,4,Peacock,10440,Sirop d'érable,90
512,3,Leverling,10441,Schoggi Schokolade,50
513,3,Leverling,10442,Queso Cabrales,30
514,3,Leverling,10442,Tourtière,80
515,3,Leverling,10442,Louisiana Hot Spiced Okra,60
516,8,Callahan,10443,Queso Cabrales,6
517,8,Callahan,10443,Rössle Sauerkraut,12
518,3,Leverling,10444,Alice Mutton,10
519,3,Leverling,10444,Gumbär Gummibärchen,15
520,3,Leverling,10444,Steeleye Stout,8
521,3,Leverling,10444,Jack's New England Clam Chowder,30
522,3,Leverling,10445,Chartreuse verte,6
523,3,Leverling,10445,Tourtière,15
524,6,Suyama,10446,Teatime Chocolate Biscuits,12
525,6,Suyama,10446,Guaraná Fantástica,20
526,6,Suyama,10446,Gorgonzola Telino,3
527,6,Suyama,10446,Filo Mix,15
528,4,Peacock,10447,Teatime Chocolate Biscuits,40
529,4,Peacock,10447,Louisiana Fiery Hot Pepper Sauce,35
530,4,Peacock,10447,Fløtemysost,2
531,4,Peacock,10448,Gumbär Gummibärchen,6
532,4,Peacock,10448,Boston Crab Meat,20
533,3,Leverling,10449,Ikura,14
534,3,Leverling,10449,Filo Mix,20
535,3,Leverling,10449,Tarte au sucre,35
536,8,Callahan,10450,Ikura,20
537,8,Callahan,10450,Tourtière,6
538,4,Peacock,10451,Pâté chinois,120
539,4,Peacock,10451,Wimmers gute Semmelknödel,35
540,4,Peacock,10451,Louisiana Fiery Hot Pepper Sauce,28
541,4,Peacock,10451,Original Frankfurter grüne Soße,55
542,8,Callahan,10452,Rössle Sauerkraut,15
543,8,Callahan,10452,Gula Malacca,100
544,1,Davolio,10453,Chocolade,15
545,1,Davolio,10453,Outback Lager,25
546,4,Peacock,10454,Pavlova,20
547,4,Peacock,10454,Geitost,20
548,4,Peacock,10454,Spegesild,10
549,8,Callahan,10455,Chartreuse verte,20
550,8,Callahan,10455,Perth Pasties,50
551,8,Callahan,10455,Sirop d'érable,25
552,8,Callahan,10455,Fløtemysost,30
553,8,Callahan,10456,Sir Rodney's Scones,40
554,8,Callahan,10456,Maxilaku,21
555,2,Fuller,10457,Raclette Courdavault,36
556,7,King,10458,Gumbär Gummibärchen,30
557,7,King,10458,Rössle Sauerkraut,30
558,7,King,10458,Ipoh Coffee,20
559,7,King,10458,Gnocchi di nonna Alice,15
560,7,King,10458,Fløtemysost,50
561,4,Peacock,10459,Uncle Bob's Organic Dried Pears,16
562,4,Peacock,10459,Spegesild,20
563,4,Peacock,10459,Mozzarella di Giovanni,40
564,8,Callahan,10460,Scottish Longbreads,21
565,8,Callahan,10460,Rhönbräu Klosterbier,4
566,1,Davolio,10461,Sir Rodney's Scones,40
567,1,Davolio,10461,Nord-Ost Matjeshering,28
568,1,Davolio,10461,Pâté chinois,60
569,2,Fuller,10462,Konbu,1
570,2,Fuller,10462,Tunnbröd,21
571,5,Buchanan,10463,Teatime Chocolate Biscuits,21
572,5,Buchanan,10463,Singaporean Hokkien Fried Mee,50
573,4,Peacock,10464,Chef Anton's Cajun Seasoning,16
